company_id,type,rule_id,text,confidence_pct
SHRIRAMFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
SHRIRAMFIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
SHRIRAMFIN,pro,PRO_10,Return on equity has improved consistently over the last three years.,85
SIEMENS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,85
SIEMENS,pro,PRO_09,Earnings per share growing above 15% CAGR over 5 years indicates strong profitability growth.,90
SIEMENS,pro,PRO_10,Return on equity has improved consistently over the last three years.,85
SUNPHARMA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
SUNPHARMA,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
SUNPHARMA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,85
SUNPHARMA,pro,PRO_08,Consistent dividend payouts backed by positive free cash flow indicate healthy shareholder returns.,80
SUNPHARMA,pro,PRO_09,Earnings per share growing above 15% CAGR over 5 years indicates strong profitability growth.,90
SUNPHARMA,pro,PRO_12,Total assets have consistently increased while borrowings have declined over the last three years.,90
TATACONSUM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
TATACONSUM,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,85
TATACONSUM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
TATACONSUM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,85
TATACONSUM,pro,PRO_08,Consistent dividend payouts backed by positive free cash flow indicate healthy shareholder returns.,80
TATAMOTORS,pro,PRO_10,Return on equity has improved consistently over the last three years.,85
TATAMOTORS,pro,PRO_12,Total assets have consistently increased while borrowings have declined over the last three years.,90
TATAPOWER,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,85
TATAPOWER,pro,PRO_11,"Revenue growth is outpacing profit growth, indicating strong business expansion.",80
TATASTEEL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
TCS,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
TCS,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
TCS,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
TCS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,85
TCS,pro,PRO_08,Consistent dividend payouts backed by positive free cash flow indicate healthy shareholder returns.,80
TCS,pro,PRO_10,Return on equity has improved consistently over the last three years.,85
TCS,pro,PRO_11,"Revenue growth is outpacing profit growth, indicating strong business expansion.",80
TECHM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
TECHM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,85
TECHM,pro,PRO_08,Consistent dividend payouts backed by positive free cash flow indicate healthy shareholder returns.,80
TECHM,pro,PRO_11,"Revenue growth is outpacing profit growth, indicating strong business expansion.",80
TITAN,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
TITAN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,85
TITAN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
TITAN,pro,PRO_08,Consistent dividend payouts backed by positive free cash flow indicate healthy shareholder returns.,80
TITAN,pro,PRO_09,Earnings per share growing above 15% CAGR over 5 years indicates strong profitability growth.,90
TITAN,pro,PRO_10,Return on equity has improved consistently over the last three years.,85
TITAN,pro,PRO_11,"Revenue growth is outpacing profit growth, indicating strong business expansion.",80
TORNTPHARM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
TORNTPHARM,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
TORNTPHARM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
TORNTPHARM,pro,PRO_08,Consistent dividend payouts backed by positive free cash flow indicate healthy shareholder returns.,80
TORNTPHARM,pro,PRO_09,Earnings per share growing above 15% CAGR over 5 years indicates strong profitability growth.,90
TORNTPHARM,pro,PRO_10,Return on equity has improved consistently over the last three years.,85
TRENT,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,85
TRENT,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
TRENT,pro,PRO_09,Earnings per share growing above 15% CAGR over 5 years indicates strong profitability growth.,90
TRENT,pro,PRO_10,Return on equity has improved consistently over the last three years.,85
TVSMOTOR,pro,PRO_09,Earnings per share growing above 15% CAGR over 5 years indicates strong profitability growth.,90
TVSMOTOR,pro,PRO_10,Return on equity has improved consistently over the last three years.,85
ADANIENSOL,con,CON_01,Debt-to-equity ratio of 2.93 is elevated for a non-financial company and warrants monitoring.,90
ADANIENSOL,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
ADANIENSOL,con,CON_10,Return on equity below 10% indicates weak shareholder returns.,85
ADANIENSOL,con,CON_11,"Borrowings are more than three times the latest operating profit, indicating elevated leverage.",90
ADANIENT,con,CON_10,Return on equity below 10% indicates weak shareholder returns.,85
ADANIENT,con,CON_11,"Borrowings are more than three times the latest operating profit, indicating elevated leverage.",90
ADANIGREEN,con,CON_01,Debt-to-equity ratio of 6.60 is elevated for a non-financial company and warrants monitoring.,90
ADANIGREEN,con,CON_11,"Borrowings are more than three times the latest operating profit, indicating elevated leverage.",90
AMBUJACEM,con,CON_05,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum.,85
AXISBANK,con,CON_01,Debt-to-equity ratio of 8.25 is elevated for a non-financial company and warrants monitoring.,90
AXISBANK,con,CON_11,"Borrowings are more than three times the latest operating profit, indicating elevated leverage.",90
BAJAJFINSV,con,CON_01,Debt-to-equity ratio of 4.79 is elevated for a non-financial company and warrants monitoring.,90
BAJAJFINSV,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality.,90
BAJAJFINSV,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,85
BAJAJFINSV,con,CON_11,"Borrowings are more than three times the latest operating profit, indicating elevated leverage.",90
BAJFINANCE,con,CON_01,Debt-to-equity ratio of 3.82 is elevated for a non-financial company and warrants monitoring.,90
BAJFINANCE,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality.,90
BAJFINANCE,con,CON_11,"Borrowings are more than three times the latest operating profit, indicating elevated leverage.",90
BANKBARODA,con,CON_01,Debt-to-equity ratio of 12.14 is elevated for a non-financial company and warrants monitoring.,90
BANKBARODA,con,CON_11,"Borrowings are more than three times the latest operating profit, indicating elevated leverage.",90
BHARTIARTL,con,CON_01,Debt-to-equity ratio of 2.61 is elevated for a non-financial company and warrants monitoring.,90
BHEL,con,CON_05,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum.,85
BHEL,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,85
BHEL,con,CON_10,Return on equity below 10% indicates weak shareholder returns.,85
BHEL,con,CON_11,"Borrowings are more than three times the latest operating profit, indicating elevated leverage.",90
CANBK,con,CON_01,Debt-to-equity ratio of 14.87 is elevated for a non-financial company and warrants monitoring.,90
CANBK,con,CON_11,"Borrowings are more than three times the latest operating profit, indicating elevated leverage.",90
CHOLAFIN,con,CON_01,Debt-to-equity ratio of 6.86 is elevated for a non-financial company and warrants monitoring.,90
CHOLAFIN,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality.,90
CHOLAFIN,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,85
CHOLAFIN,con,CON_11,"Borrowings are more than three times the latest operating profit, indicating elevated leverage.",90
DABUR,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,85
DIVISLAB,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
DIVISLAB,con,CON_09,Earnings per share have declined for three consecutive years.,90
DLF,con,CON_05,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum.,85
DLF,con,CON_10,Return on equity below 10% indicates weak shareholder returns.,85
EICHERMOT,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,85
GAIL,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,85
GODREJCP,con,CON_04,Company reported a net loss in the most recent financial year.,95
GODREJCP,con,CON_10,Return on equity below 10% indicates weak shareholder returns.,85
GRASIM,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,85
GRASIM,con,CON_09,Earnings per share have declined for three consecutive years.,90
GRASIM,con,CON_11,"Borrowings are more than three times the latest operating profit, indicating elevated leverage.",90
HAL,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,85
HDFCBANK,con,CON_01,Debt-to-equity ratio of 6.81 is elevated for a non-financial company and warrants monitoring.,90
HDFCBANK,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations.,95
HDFCBANK,con,CON_11,"Borrowings are more than three times the latest operating profit, indicating elevated leverage.",90
HEROMOTOCO,con,CON_05,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum.,85
HINDALCO,con,CON_10,Return on equity below 10% indicates weak shareholder returns.,85
HINDUNILVR,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,85
ICICIBANK,con,CON_01,Debt-to-equity ratio of 6.45 is elevated for a non-financial company and warrants monitoring.,90
ICICIBANK,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations.,95
ICICIBANK,con,CON_11,"Borrowings are more than three times the latest operating profit, indicating elevated leverage.",90
ICICIPRULI,con,CON_10,Return on equity below 10% indicates weak shareholder returns.,85
INDUSINDBK,con,CON_01,Debt-to-equity ratio of 6.89 is elevated for a non-financial company and warrants monitoring.,90
INDUSINDBK,con,CON_11,"Borrowings are more than three times the latest operating profit, indicating elevated leverage.",90
IOC,con,CON_11,"Borrowings are more than three times the latest operating profit, indicating elevated leverage.",90
IRCTC,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
IRFC,con,CON_01,Debt-to-equity ratio of 8.38 is elevated for a non-financial company and warrants monitoring.,90
IRFC,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations.,95
IRFC,con,CON_11,"Borrowings are more than three times the latest operating profit, indicating elevated leverage.",90
JINDALSTEL,con,CON_05,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum.,85
JIOFIN,con,CON_10,Return on equity below 10% indicates weak shareholder returns.,85
JSWENERGY,con,CON_05,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum.,85
JSWENERGY,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,85
JSWENERGY,con,CON_10,Return on equity below 10% indicates weak shareholder returns.,85
JSWENERGY,con,CON_11,"Borrowings are more than three times the latest operating profit, indicating elevated leverage.",90
JSWSTEEL,con,CON_11,"Borrowings are more than three times the latest operating profit, indicating elevated leverage.",90
KOTAKBANK,con,CON_01,Debt-to-equity ratio of 4.00 is elevated for a non-financial company and warrants monitoring.,90
KOTAKBANK,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations.,95
KOTAKBANK,con,CON_11,"Borrowings are more than three times the latest operating profit, indicating elevated leverage.",90
LODHA,con,CON_05,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum.,85
LODHA,con,CON_10,Return on equity below 10% indicates weak shareholder returns.,85
LT,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
LT,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,85
LTIM,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,85
M&M,con,CON_11,"Borrowings are more than three times the latest operating profit, indicating elevated leverage.",90
NAUKRI,con,CON_10,Return on equity below 10% indicates weak shareholder returns.,85
NHPC,con,CON_05,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum.,85
NHPC,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,85
NHPC,con,CON_11,"Borrowings are more than three times the latest operating profit, indicating elevated leverage.",90
NTPC,con,CON_11,"Borrowings are more than three times the latest operating profit, indicating elevated leverage.",90
PFC,con,CON_01,Debt-to-equity ratio of 8.52 is elevated for a non-financial company and warrants monitoring.,90
PFC,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations.,95
PFC,con,CON_11,"Borrowings are more than three times the latest operating profit, indicating elevated leverage.",90
PNB,con,CON_01,Debt-to-equity ratio of 3.68 is elevated for a non-financial company and warrants monitoring.,90
PNB,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality.,90
POWERGRID,con,CON_11,"Borrowings are more than three times the latest operating profit, indicating elevated leverage.",90
RECLTD,con,CON_01,Debt-to-equity ratio of 6.42 is elevated for a non-financial company and warrants monitoring.,90
RECLTD,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality.,90
RECLTD,con,CON_11,"Borrowings are more than three times the latest operating profit, indicating elevated leverage.",90
RELIANCE,con,CON_10,Return on equity below 10% indicates weak shareholder returns.,85
SHREECEM,con,CON_10,Return on equity below 10% indicates weak shareholder returns.,85
SHRIRAMFIN,con,CON_01,Debt-to-equity ratio of 3.99 is elevated for a non-financial company and warrants monitoring.,90
SHRIRAMFIN,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality.,90
SHRIRAMFIN,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations.,95
SHRIRAMFIN,con,CON_11,"Borrowings are more than three times the latest operating profit, indicating elevated leverage.",90
TATACONSUM,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,85
TATACONSUM,con,CON_10,Return on equity below 10% indicates weak shareholder returns.,85
TATAPOWER,con,CON_11,"Borrowings are more than three times the latest operating profit, indicating elevated leverage.",90
TATASTEEL,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
TATASTEEL,con,CON_04,Company reported a net loss in the most recent financial year.,95
TATASTEEL,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,85
TATASTEEL,con,CON_09,Earnings per share have declined for three consecutive years.,90
TATASTEEL,con,CON_10,Return on equity below 10% indicates weak shareholder returns.,85
TATASTEEL,con,CON_11,"Borrowings are more than three times the latest operating profit, indicating elevated leverage.",90
TECHM,con,CON_07,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable.",90
TECHM,con,CON_10,Return on equity below 10% indicates weak shareholder returns.,85
TITAN,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,85
TITAN,con,CON_11,"Borrowings are more than three times the latest operating profit, indicating elevated leverage.",90
TVSMOTOR,con,CON_01,Debt-to-equity ratio of 3.83 is elevated for a non-financial company and warrants monitoring.,90
TVSMOTOR,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality.,90
ABB,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
ADANIPORTS,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
ADANIPOWER,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
APOLLOHOSP,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
ASIANPAINT,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
ATGL,pro,PRO_DEFAULT,Business demonstrates stable financial performance with no major strengths detected by the automated screening rules.,61
ATGL,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
BAJAJ-AUTO,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
BAJAJHLDNG,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
BEL,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
BOSCHLTD,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
BPCL,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
BRITANNIA,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
CIPLA,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
COALINDIA,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
DMART,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
DRREDDY,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
GODREJCP,pro,PRO_DEFAULT,Business demonstrates stable financial performance with no major strengths detected by the automated screening rules.,61
HAVELLS,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
HCLTECH,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
HDFCLIFE,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
ICICIGI,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
INDIGO,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
INFY,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
ITC,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
JINDALSTEL,pro,PRO_DEFAULT,Business demonstrates stable financial performance with no major strengths detected by the automated screening rules.,61
LICI,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
MARUTI,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
MOTHERSON,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
NESTLEIND,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
ONGC,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
PIDILITIND,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
RELIANCE,pro,PRO_DEFAULT,Business demonstrates stable financial performance with no major strengths detected by the automated screening rules.,61
SBILIFE,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
SBIN,pro,PRO_DEFAULT,Business demonstrates stable financial performance with no major strengths detected by the automated screening rules.,61
SBIN,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
SIEMENS,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
SUNPHARMA,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
TATAMOTORS,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
TCS,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
TORNTPHARM,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
TRENT,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated screening rules.,61
